VFJPX0I6-FWIMFVZAU-S-0002,1,jp-01-1-ps0000-04-14,IMG_3c4033_AD3MBE0JRWG,40.0,islanda-cbrm
VFJPX0I6-FWIMFVZAU-S-0001,firewall,jp-01-1-ps0000-04-14,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
L6WSO2JB-R8U7BORLD-S-0002,1,,IMG_3c4033_KAH89WTX2AXVK,10.0,islanda-cbrm
VFJPX0I6-FWIMFVZAU-S-0003,2,jp-01-1-ps0000-04-13,IMG_3c4033_I2MLZ3FBRFUO0,7.0,islanda-cbrm
L6WSO2JB-S8RGJQCJV-S-0004,2,,IMG_3c4033_QIEY5E3XPRSD1C,,islanda-cbrm
L6WSO2JB-ZFYP9EIVN-S-0001,1,,IMG_3c4033_QIEASGVG59ZNR4,,islanda-cbrm
Y7R8RCX2-M2BGII535-S-0003,1,,IMG_3c4033_21UC0XU3ES,10.0,islanda-cbrm
Y7R8RCX2-M2BGII535-S-0002,1,,IMG_3c4033_21UC0XU3ES,10.0,islanda-cbrm
Y7R8RCX2-M2BGII535-S-0001,1,,IMG_3c4033_QIEASGVG59ZNR4,7.0,islanda-cbrm
VFJPX0I6-IZLOCSI0R-S-0003,1,jp-01-1-ps0000-04-13,IMG_3c4033_X1VFO61WOTEE7LS0,40.0,islanda-cbrm
L6WSO2JB-S8RGJQCJV-S-0003,1,,IMG_3c4033_I2MB2XMVJX3PC,,islanda-cbrm
5MGC9FC8-ARE33ZKAS-S-0001,firewall,jp-01-1-ps0000-04-11,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
0L4SIRAR-M2LCFKV1R-S-0001,firewall,,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
5MGC9FC8-ARE33ZKAS-S-0003,1,jp-01-1-ps0000-04-12,IMG_3c4033_M16RIXSUZ0M22O,10.0,islanda-cbrm
L6WSO2JB-CTDA0FK0Y-S-0001,firewall,jp-01-1-ps0000-04-13,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
Y7R8RCX2-M2BGII535-S-0004,1,,IMG_3c4033_AD3MBE0JRWG,40.0,islanda-cbrm
L6WSO2JB-CTDA0FK0Y-S-0003,1,jp-01-1-ps0000-04-12,IMG_3c4033_I2MB2XMVJX3PC,10.0,islanda-cbrm
VFJPX0I6-IZLOCSI0R-S-0002,1,,IMG_3c4033_AD3MBE0JRWG,40.0,islanda-cbrm
8TNNPM4T-BRAQDQ91D-S-0001,firewall,jp-01-1-ps0000-04-13,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
VFJPX0I6-FWIMFVZAU-S-0004,1,jp-01-1-ps0000-04-13,IMG_3c4033_X1V7YW099K3GLSLC,40.0,islanda-cbrm
Z56YA5D9-Q7UY3K595-S-0001,firewall,,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
L6WSO2JB-R8U7BORLD-S-0001,firewall,jp-01-1-ps0000-04-14,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
EVXKH7EF-UBUD0SW13-S-0001,firewall,,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
5MGC9FC8-ARE33ZKAS-S-0002,1,jp-01-1-ps0000-04-12,IMG_3c4033_E60HTQ5Y6Q68,10.0,islanda-cbrm
L6WSO2JB-DTC76HRLK-S-0001,1,,IMG_3c4033_QIEASGVG59ZNR4,7.0,islanda-cbrm
BHB1JNRX-R7Q0XKBUR-S-0002,2,,IMG_3c4033_QIEY5E3XPRSD1C,7.0,islanda-cbrm
EVXKH7EF-UBUD0SW13-S-0003,1,,IMG_3c4033_KAH89WTX2AXVK,10.0,islanda-cbrm
BHB1JNRX-R7Q0XKBUR-S-0001,firewall,,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
BHB1JNRX-R7Q0XKBUR-S-0003,1,,IMG_3c4033_I2MB2XMVJX3PC,10.0,islanda-cbrm
EVXKH7EF-UBUD0SW13-S-0002,1,,IMG_3c4033_21UC0XU3ES,10.0,islanda-cbrm
VFJPX0I6-IZLOCSI0R-S-0004,1,jp-01-1-ps0000-04-14,IMG_3c4033_I2MB2XMVJX3PC,10.0,islanda-cbrm
5MGC9FC8-5M5E5EP94-S-0001,firewall,,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
5MGC9FC8-5M5E5EP94-S-0002,2,,IMG_3c4033_71O6C90UN7K,40.0,islanda-cbrm
0L4SIRAR-HYH0SKWY6-S-0001,firewall,jp-01-1-ps0000-04-14,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
5MGC9FC8-5M5E5EP94-S-0003,2,,IMG_3c4033_0GWOKZ0R0,40.0,islanda-cbrm
5MGC9FC8-5M5E5EP94-S-0004,2,,IMG_3c4033_T464B78DCFTWIRK,40.0,islanda-cbrm
BHB1JNRX-R7Q0XKBUR-S-0004,1,,IMG_3c4033_KAH89WTX2AXVK,10.0,islanda-cbrm
0L4SIRAR-HYH0SKWY6-S-0002,1,,IMG_3c4033_21UC2N5WX4,10.0,islanda-cbrm
VFJPX0I6-FWIMFVZAU-S-0005,1,jp-01-1-ps0000-04-14,IMG_3c4033_KAH89WTX2AXVK,10.0,islanda-cbrm
VFJPX0I6-5M8QLCKIW-S-0001,firewall,jp-01-1-ps0000-04-14,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
EDI3I2J5-EVEYR34US-S-0003,2,,IMG_3c4033_I2MLZ3FBRFUO0,7.0,islanda-cbrm
VFJPX0I6-5M8QLCKIW-S-0002,1,,IMG_3c4033_I2MB2XMVJX3PC,10.0,islanda-cbrm
0L4SIRAR-HYH0SKWY6-S-0003,1,,IMG_3c4033_21UC2N5WX4,10.0,islanda-cbrm
GYTMVJ8D-S8RLVW6XT-S-0001,firewall,,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
EDI3I2J5-EVEYR34US-S-0002,2,jp-01-1-ps0000-04-14,IMG_3c4033_QIEY5E3XPRSD1C,7.0,islanda-cbrm
EDI3I2J5-EVEYR34US-S-0001,firewall,jp-01-1-ps0000-04-13,IMG_3c4033_QIEASGVG59ZNR4,7.0,islanda-cbrm
L6WSO2JB-S8RGJQCJV-S-0005,1,,IMG_3c4033_D2WTOCG3L1XC,,islanda-cbrm
EDI3I2J5-8O7SVXM30-S-0001,firewall,jp-01-1-ps0000-04-14,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
8TNNPM4T-BRAQDQ91D-S-0010,2,,IMG_3c4033_I2MB2XMVJX3PC,10.0,islanda-cbrm
EDI3I2J5-8O7SVXM30-S-0002,1,,IMG_3c4033_N2ATO9XV5H6WOW,10.0,islanda-cbrm
Y7R8RCX2-IZIG34O5G-S-0003,2,jp-01-1-ps0000-04-13,IMG_3c4033_QIEY5E3XPRSD1C,7.0,islanda-cbrm
EDI3I2J5-8O7SVXM30-S-0003,1,,IMG_3c4033_N2ATO9XV5H6WOW,10.0,islanda-cbrm
XG2AL70E-M2L5OBF3F-S-0001,firewall,jp-01-1-ps0000-04-13,IMG_3c4033_1XX6T0PHC,7.0,islanda-cbrm
8TNNPM4T-BRAQDQ91D-S-0007,1,,IMG_3c4033_21UC0XU3ES,10.0,islanda-cbrm
